reading_id,robot_id,timestamp,vibration_level,motor_temperature,torque_load,power_consumption
READ-004535,ROB-0003,2023-07-10 00:00:00,0.175,47.6,68.5,2008.9
READ-004536,ROB-0003,2023-07-10 06:00:00,0.311,59.0,114.3,1479.8
READ-004537,ROB-0003,2023-07-10 12:00:00,0.345,62.5,76.9,1212.6
READ-004538,ROB-0003,2023-07-10 18:00:00,0.504,68.2,138.9,942.5
READ-004539,ROB-0003,2023-07-11 00:00:00,0.407,70.7,140.9,1808.6
READ-004540,ROB-0003,2023-07-11 06:00:00,0.297,48.2,84.0,1324.6
READ-004541,ROB-0003,2023-07-11 12:00:00,0.53,68.3,140.1,1426.9
READ-004542,ROB-0003,2023-07-11 18:00:00,0.356,59.0,135.1,1874.4
READ-004543,ROB-0003,2023-07-12 00:00:00,0.548,70.4,123.2,647.9
READ-004544,ROB-0003,2023-07-12 06:00:00,0.299,50.7,131.5,1189.7
READ-004545,ROB-0003,2023-07-12 12:00:00,0.411,52.0,147.2,1837.2
READ-004546,ROB-0003,2023-07-12 18:00:00,0.495,57.9,154.5,2033.8
READ-004547,ROB-0003,2023-07-13 00:00:00,0.431,45.0,100.8,1925.9
READ-004548,ROB-0003,2023-07-13 06:00:00,0.313,51.3,79.9,1578.0
READ-004549,ROB-0003,2023-07-13 12:00:00,0.458,63.0,78.7,1691.4
READ-004550,ROB-0003,2023-07-13 18:00:00,0.091,68.3,88.4,961.6
READ-004551,ROB-0003,2023-07-14 00:00:00,0.363,47.8,82.5,1359.4
READ-004552,ROB-0003,2023-07-14 06:00:00,0.289,44.2,102.8,1913.3
READ-004553,ROB-0003,2023-07-14 12:00:00,0.101,67.7,62.9,1349.6
READ-004554,ROB-0003,2023-07-14 18:00:00,0.269,62.9,129.5,2032.8
READ-004555,ROB-0003,2023-07-15 00:00:00,0.217,44.0,131.1,1789.1
READ-004556,ROB-0003,2023-07-15 06:00:00,0.216,67.4,82.5,1590.3
READ-004557,ROB-0003,2023-07-15 12:00:00,0.331,67.9,58.8,1654.9
READ-004558,ROB-0003,2023-07-15 18:00:00,0.474,44.2,84.2,1113.3
READ-004559,ROB-0003,2023-07-16 00:00:00,0.396,57.1,73.5,1480.1
READ-004560,ROB-0003,2023-07-16 06:00:00,0.495,66.3,129.9,954.7
READ-004561,ROB-0003,2023-07-16 12:00:00,0.295,60.5,98.7,1516.8
READ-004562,ROB-0003,2023-07-16 18:00:00,0.452,51.8,145.6,1123.5
READ-004563,ROB-0003,2023-07-17 00:00:00,0.283,72.4,71.9,1871.0
READ-004564,ROB-0003,2023-07-17 06:00:00,0.198,59.9,105.5,1569.8
READ-004565,ROB-0003,2023-07-17 12:00:00,0.505,43.4,114.4,467.1
READ-004566,ROB-0003,2023-07-17 18:00:00,0.388,49.1,87.5,1612.6
READ-004567,ROB-0003,2023-07-18 00:00:00,0.275,67.0,107.1,856.2
READ-004568,ROB-0003,2023-07-18 06:00:00,0.311,47.5,141.9,1779.1
READ-004569,ROB-0003,2023-07-18 12:00:00,0.251,52.6,89.8,1310.1
READ-004570,ROB-0003,2023-07-18 18:00:00,0.177,65.4,129.5,922.6
READ-004571,ROB-0003,2023-07-19 00:00:00,0.435,55.2,89.0,1471.0
READ-004572,ROB-0003,2023-07-19 06:00:00,0.446,64.9,109.4,1536.9
READ-004573,ROB-0003,2023-07-19 12:00:00,0.503,64.0,112.0,1475.2
READ-004574,ROB-0003,2023-07-19 18:00:00,0.365,42.9,56.6,1146.8
READ-004575,ROB-0003,2023-07-20 00:00:00,0.197,47.2,123.1,1519.9
READ-004576,ROB-0003,2023-07-20 06:00:00,0.531,56.3,132.3,2049.9
READ-004577,ROB-0003,2023-07-20 12:00:00,0.124,74.1,113.3,1782.0
READ-004578,ROB-0003,2023-07-20 18:00:00,0.174,44.5,111.9,731.9
READ-004579,ROB-0003,2023-07-21 00:00:00,0.317,52.4,147.5,552.0
READ-004580,ROB-0003,2023-07-21 06:00:00,0.257,54.2,107.0,1111.7
READ-004581,ROB-0003,2023-07-21 12:00:00,0.332,50.4,68.8,1678.8
READ-004582,ROB-0003,2023-07-21 18:00:00,0.345,69.3,119.1,949.8
READ-004583,ROB-0003,2023-07-22 00:00:00,0.279,63.3,117.9,1182.6
READ-004584,ROB-0003,2023-07-22 06:00:00,0.501,63.2,119.1,1102.1
READ-004585,ROB-0003,2023-07-22 12:00:00,0.325,63.7,102.9,1315.5
READ-004586,ROB-0003,2023-07-22 18:00:00,0.49,68.3,67.9,990.7
READ-004587,ROB-0003,2023-07-23 00:00:00,0.225,61.8,142.7,1143.2
READ-004588,ROB-0003,2023-07-23 06:00:00,0.225,65.9,75.0,936.5
READ-004589,ROB-0003,2023-07-23 12:00:00,0.221,53.8,113.3,1902.4
READ-004590,ROB-0003,2023-07-23 18:00:00,0.271,66.6,79.9,1143.6
READ-004591,ROB-0003,2023-07-24 00:00:00,0.293,48.8,125.7,734.4
READ-004592,ROB-0003,2023-07-24 06:00:00,0.442,53.9,56.6,1862.6
READ-004593,ROB-0003,2023-07-24 12:00:00,0.15,50.8,159.3,1322.7
READ-004594,ROB-0003,2023-07-24 18:00:00,0.279,65.9,73.5,720.3
READ-004595,ROB-0003,2023-07-25 00:00:00,0.247,44.4,160.3,514.0
READ-004596,ROB-0003,2023-07-25 06:00:00,0.287,65.8,141.0,668.5
READ-004597,ROB-0003,2023-07-25 12:00:00,0.36,49.7,105.4,1489.2
READ-004598,ROB-0003,2023-07-25 18:00:00,0.185,38.8,89.0,1752.2
READ-004599,ROB-0003,2023-07-26 00:00:00,0.489,54.8,111.4,983.5
READ-004600,ROB-0003,2023-07-26 06:00:00,0.21,65.7,141.7,1246.8
READ-004601,ROB-0003,2023-07-26 12:00:00,0.234,67.9,124.4,1819.4
READ-004602,ROB-0003,2023-07-26 18:00:00,0.515,74.5,143.8,1739.6
READ-004603,ROB-0003,2023-07-27 00:00:00,0.177,66.8,146.7,1063.5
READ-004604,ROB-0003,2023-07-27 06:00:00,0.371,65.2,134.6,1887.9
READ-004605,ROB-0003,2023-07-27 12:00:00,0.109,54.3,89.5,1688.0
READ-004606,ROB-0003,2023-07-27 18:00:00,0.252,51.8,140.3,1362.6
READ-004607,ROB-0003,2023-07-28 00:00:00,0.365,56.7,66.3,1877.9
READ-004608,ROB-0003,2023-07-28 06:00:00,0.279,72.5,80.6,1545.2
READ-004609,ROB-0003,2023-07-28 12:00:00,0.415,61.7,52.0,1071.3
READ-004610,ROB-0003,2023-07-28 18:00:00,0.302,67.3,73.2,1279.4
READ-004611,ROB-0003,2023-07-29 00:00:00,0.227,63.0,134.0,897.1
READ-004612,ROB-0003,2023-07-29 06:00:00,0.499,63.9,53.2,1899.1
READ-004613,ROB-0003,2023-07-29 12:00:00,0.427,50.6,67.6,1705.2
READ-004614,ROB-0003,2023-07-29 18:00:00,0.455,74.3,100.8,1332.7
READ-004615,ROB-0003,2023-07-30 00:00:00,0.441,61.7,73.8,1263.3
READ-004616,ROB-0003,2023-07-30 06:00:00,0.204,69.6,74.8,1717.5
READ-004617,ROB-0003,2023-07-30 12:00:00,0.237,44.4,66.3,1887.4
READ-004618,ROB-0003,2023-07-30 18:00:00,0.244,67.8,77.5,1779.4
READ-004619,ROB-0003,2023-07-31 00:00:00,0.23,59.7,123.5,1573.6
READ-004620,ROB-0003,2023-07-31 06:00:00,0.342,57.3,149.3,1896.8
READ-004621,ROB-0003,2023-07-31 12:00:00,0.099,49.9,102.9,1879.7
READ-004622,ROB-0003,2023-07-31 18:00:00,0.283,43.7,94.5,797.5
READ-004623,ROB-0003,2023-08-01 00:00:00,0.37,44.7,74.4,1155.8
READ-004624,ROB-0003,2023-08-01 06:00:00,0.4,68.9,121.6,774.2
READ-004625,ROB-0003,2023-08-01 12:00:00,0.398,55.7,77.3,861.8
READ-004626,ROB-0003,2023-08-01 18:00:00,0.55,57.2,93.3,936.7
READ-004627,ROB-0003,2023-08-02 00:00:00,0.406,65.5,54.0,1093.7
READ-004628,ROB-0003,2023-08-02 06:00:00,0.458,44.9,74.6,970.4
READ-004629,ROB-0003,2023-08-02 12:00:00,0.318,72.8,138.6,2020.1
READ-004630,ROB-0003,2023-08-02 18:00:00,0.491,49.3,133.1,1649.9
READ-004631,ROB-0003,2023-08-03 00:00:00,0.113,44.9,124.9,1355.7
READ-004632,ROB-0003,2023-08-03 06:00:00,0.344,44.8,131.4,983.9
READ-004633,ROB-0003,2023-08-03 12:00:00,0.111,44.5,87.0,1733.3
READ-004634,ROB-0003,2023-08-03 18:00:00,0.412,48.9,104.9,608.3
READ-004635,ROB-0003,2023-08-04 00:00:00,0.277,54.6,58.3,1975.1
READ-004636,ROB-0003,2023-08-04 06:00:00,0.064,69.3,133.0,1617.5
READ-004637,ROB-0003,2023-08-04 12:00:00,0.363,55.3,151.3,687.4
READ-004638,ROB-0003,2023-08-04 18:00:00,0.142,58.5,69.5,728.3
READ-004639,ROB-0003,2023-08-05 00:00:00,0.365,66.9,121.0,854.8
READ-004640,ROB-0003,2023-08-05 06:00:00,0.261,64.8,117.1,574.4
READ-004641,ROB-0003,2023-08-05 12:00:00,0.128,59.8,120.5,1015.9
READ-004642,ROB-0003,2023-08-05 18:00:00,0.325,64.6,111.7,1944.6
READ-004643,ROB-0003,2023-08-06 00:00:00,0.349,43.7,85.7,1269.9
READ-004644,ROB-0003,2023-08-06 06:00:00,0.283,62.1,148.2,867.5
READ-004645,ROB-0003,2023-08-06 12:00:00,0.274,57.6,112.6,823.8
READ-004646,ROB-0003,2023-08-06 18:00:00,0.418,61.5,84.6,1715.7
READ-004647,ROB-0003,2023-08-07 00:00:00,0.151,69.0,91.8,1994.8
READ-004648,ROB-0003,2023-08-07 06:00:00,0.498,44.6,137.7,1446.1
READ-004649,ROB-0003,2023-08-07 12:00:00,0.378,62.3,150.7,971.4
READ-004650,ROB-0003,2023-08-07 18:00:00,0.408,68.0,127.7,1552.2
READ-004651,ROB-0003,2023-08-08 00:00:00,0.448,49.2,117.0,1290.8
READ-004652,ROB-0003,2023-08-08 06:00:00,0.24,53.7,136.2,1212.1
READ-004653,ROB-0003,2023-08-08 12:00:00,0.322,59.2,62.3,1150.8
READ-004654,ROB-0003,2023-08-08 18:00:00,0.339,55.8,90.1,772.1
READ-004655,ROB-0003,2023-08-09 00:00:00,0.402,61.6,103.4,1629.7
READ-004656,ROB-0003,2023-08-09 06:00:00,0.445,69.9,152.7,1393.6
READ-004657,ROB-0003,2023-08-09 12:00:00,0.294,41.3,67.9,1150.0
READ-004658,ROB-0003,2023-08-09 18:00:00,0.1,71.6,117.6,1497.5
READ-004659,ROB-0003,2023-08-10 00:00:00,0.465,62.9,100.6,1132.0
READ-004660,ROB-0003,2023-08-10 06:00:00,0.243,55.3,88.9,1280.4
READ-004661,ROB-0003,2023-08-10 12:00:00,0.442,57.7,137.8,1725.9
READ-004662,ROB-0003,2023-08-10 18:00:00,0.373,62.3,114.5,823.7
READ-004663,ROB-0003,2023-08-11 00:00:00,0.272,52.6,120.9,1884.4
READ-004664,ROB-0003,2023-08-11 06:00:00,0.265,64.1,77.2,1096.5
READ-004665,ROB-0003,2023-08-11 12:00:00,0.407,56.4,115.5,1650.3
READ-004666,ROB-0003,2023-08-11 18:00:00,0.212,50.1,99.0,611.7
READ-004667,ROB-0003,2023-08-12 00:00:00,0.216,68.7,70.7,1462.1
READ-004668,ROB-0003,2023-08-12 06:00:00,0.609,56.2,129.4,1614.9
READ-004669,ROB-0003,2023-08-12 12:00:00,0.385,54.6,140.3,1765.5
READ-004670,ROB-0003,2023-08-12 18:00:00,0.512,63.8,116.4,1186.7
READ-004671,ROB-0003,2023-08-13 00:00:00,0.435,54.7,66.1,1682.9
READ-004672,ROB-0003,2023-08-13 06:00:00,0.254,57.6,105.6,611.5
READ-004673,ROB-0003,2023-08-13 12:00:00,0.492,72.2,153.8,571.6
READ-004674,ROB-0003,2023-08-13 18:00:00,0.279,54.5,81.1,999.6
READ-004675,ROB-0003,2023-08-14 00:00:00,0.372,64.6,82.2,1894.5
READ-004676,ROB-0003,2023-08-14 06:00:00,0.291,67.4,140.7,1648.7
READ-004677,ROB-0003,2023-08-14 12:00:00,0.285,71.8,144.6,786.8
READ-004678,ROB-0003,2023-08-14 18:00:00,0.41,56.2,65.3,582.3
READ-004679,ROB-0003,2023-08-15 00:00:00,0.421,76.0,91.2,1978.3
READ-004680,ROB-0003,2023-08-15 06:00:00,0.222,65.7,127.5,2039.1
READ-004681,ROB-0003,2023-08-15 12:00:00,0.501,68.2,120.7,747.8
READ-004682,ROB-0003,2023-08-15 18:00:00,0.382,51.9,139.3,1699.4
READ-004683,ROB-0003,2023-08-16 00:00:00,0.357,57.8,157.0,1039.6
READ-004684,ROB-0003,2023-08-16 06:00:00,0.372,54.8,110.8,1814.9
READ-004685,ROB-0003,2023-08-16 12:00:00,0.149,47.6,86.6,1346.1
READ-004686,ROB-0003,2023-08-16 18:00:00,0.587,71.8,89.4,534.3
READ-004687,ROB-0003,2023-08-17 00:00:00,0.251,56.0,133.5,1090.4
READ-004688,ROB-0003,2023-08-17 06:00:00,0.441,71.5,114.8,1479.9
READ-004689,ROB-0003,2023-08-17 12:00:00,0.415,47.5,61.1,738.3
READ-004690,ROB-0003,2023-08-17 18:00:00,0.182,71.4,83.8,1613.9
READ-004691,ROB-0003,2023-08-18 00:00:00,0.144,60.9,73.7,1171.0
READ-004692,ROB-0003,2023-08-18 06:00:00,0.399,70.5,131.0,764.7
READ-004693,ROB-0003,2023-08-18 12:00:00,0.201,47.1,71.7,1014.0
READ-004694,ROB-0003,2023-08-18 18:00:00,0.212,42.6,109.3,1855.1
READ-004695,ROB-0003,2023-08-19 00:00:00,0.508,68.2,57.2,1095.6
READ-004696,ROB-0003,2023-08-19 06:00:00,0.209,65.4,112.4,1344.1
READ-004697,ROB-0003,2023-08-19 12:00:00,0.392,49.0,64.9,545.3
READ-004698,ROB-0003,2023-08-19 18:00:00,0.261,46.4,99.2,1359.4
READ-004699,ROB-0003,2023-08-20 00:00:00,0.34,49.6,98.2,1105.2
READ-004700,ROB-0003,2023-08-20 06:00:00,0.364,54.0,151.2,1405.8
READ-004701,ROB-0003,2023-08-20 12:00:00,0.306,51.4,137.5,617.0
READ-004702,ROB-0003,2023-08-20 18:00:00,0.539,53.4,96.8,1780.9
READ-004703,ROB-0003,2023-08-21 00:00:00,0.473,59.2,85.1,1683.4
READ-004704,ROB-0003,2023-08-21 06:00:00,0.299,66.5,121.7,1616.2
READ-004705,ROB-0003,2023-08-21 12:00:00,0.579,37.6,62.7,1983.4
READ-004706,ROB-0003,2023-08-21 18:00:00,0.323,47.3,97.6,1288.5
READ-004707,ROB-0003,2023-08-22 00:00:00,0.264,62.5,75.4,1153.9
READ-004708,ROB-0003,2023-08-22 06:00:00,0.217,57.6,124.3,1526.2
READ-004709,ROB-0003,2023-08-22 12:00:00,0.328,66.5,116.5,1195.6
READ-004710,ROB-0003,2023-08-22 18:00:00,0.369,53.3,136.5,1303.6
READ-004711,ROB-0003,2023-08-23 00:00:00,0.419,56.4,124.4,934.6
READ-004712,ROB-0003,2023-08-23 06:00:00,0.202,61.5,102.8,1062.6
READ-004713,ROB-0003,2023-08-23 12:00:00,0.41,61.9,128.8,1615.0
READ-004714,ROB-0003,2023-08-23 18:00:00,0.408,59.5,109.7,2027.1
READ-004715,ROB-0003,2023-08-24 00:00:00,0.329,40.8,138.2,1527.3
READ-004716,ROB-0003,2023-08-24 06:00:00,0.168,55.4,81.4,1707.2
READ-004717,ROB-0003,2023-08-24 12:00:00,0.288,52.3,107.1,1082.0
READ-004718,ROB-0003,2023-08-24 18:00:00,0.173,59.8,72.1,1912.9
READ-004719,ROB-0003,2023-08-25 00:00:00,0.147,57.9,116.0,681.3
READ-004720,ROB-0003,2023-08-25 06:00:00,0.107,46.6,135.9,1188.1
READ-004721,ROB-0003,2023-08-25 12:00:00,0.095,50.6,68.8,1348.0
READ-004722,ROB-0003,2023-08-25 18:00:00,0.564,69.4,139.8,1943.9
READ-004723,ROB-0003,2023-08-26 00:00:00,0.328,53.0,147.9,798.8
READ-004724,ROB-0003,2023-08-26 06:00:00,0.119,67.5,144.3,1646.7
READ-004725,ROB-0003,2023-08-26 12:00:00,0.309,60.2,64.7,749.3
READ-004726,ROB-0003,2023-08-26 18:00:00,0.293,63.6,109.6,1372.9
READ-004727,ROB-0003,2023-08-27 00:00:00,0.504,54.3,106.6,889.0
READ-004728,ROB-0003,2023-08-27 06:00:00,0.266,55.5,92.1,1147.1
READ-004729,ROB-0003,2023-08-27 12:00:00,0.414,74.0,100.6,1170.7
READ-004730,ROB-0003,2023-08-27 18:00:00,0.368,66.2,118.2,1971.5
READ-004731,ROB-0003,2023-08-28 00:00:00,0.415,48.9,109.3,688.2
READ-004732,ROB-0003,2023-08-28 06:00:00,0.229,68.4,108.5,986.3
READ-004733,ROB-0003,2023-08-28 12:00:00,0.207,44.7,136.5,1196.0
READ-004734,ROB-0003,2023-08-28 18:00:00,0.307,60.2,114.7,573.3
READ-004735,ROB-0003,2023-08-29 00:00:00,0.216,47.0,123.8,872.1
READ-004736,ROB-0003,2023-08-29 06:00:00,0.253,61.3,124.5,1294.8
READ-004737,ROB-0003,2023-08-29 12:00:00,0.395,61.7,69.8,856.7
READ-004738,ROB-0003,2023-08-29 18:00:00,0.414,50.1,94.0,1180.7
READ-004739,ROB-0003,2023-08-30 00:00:00,0.345,70.1,114.7,1661.7
READ-004740,ROB-0003,2023-08-30 06:00:00,0.457,42.1,142.6,1312.6
READ-004741,ROB-0003,2023-08-30 12:00:00,0.313,60.9,95.3,638.0
READ-004742,ROB-0003,2023-08-30 18:00:00,0.354,60.4,139.1,1019.6
READ-004743,ROB-0003,2023-08-31 00:00:00,0.325,52.4,86.7,1200.6
READ-004744,ROB-0003,2023-08-31 06:00:00,0.386,50.8,129.5,1334.8
READ-004745,ROB-0003,2023-08-31 12:00:00,0.302,56.5,79.6,1178.3
READ-004746,ROB-0003,2023-08-31 18:00:00,0.256,69.2,112.8,1686.0
READ-004747,ROB-0003,2023-09-01 00:00:00,0.238,51.7,134.4,649.0
READ-004748,ROB-0003,2023-09-01 06:00:00,0.521,65.5,140.9,1097.9
READ-004749,ROB-0003,2023-09-01 12:00:00,0.272,67.8,156.0,1179.0
READ-004750,ROB-0003,2023-09-01 18:00:00,0.355,49.5,84.3,1026.9
READ-004751,ROB-0003,2023-09-02 00:00:00,0.548,41.8,134.6,1584.3
READ-004752,ROB-0003,2023-09-02 06:00:00,0.169,63.5,144.3,615.9
READ-004753,ROB-0003,2023-09-02 12:00:00,0.568,70.4,89.9,1970.8
READ-004754,ROB-0003,2023-09-02 18:00:00,0.201,51.4,148.2,837.4
READ-004755,ROB-0003,2023-09-03 00:00:00,0.303,57.1,110.7,1464.1
READ-004756,ROB-0003,2023-09-03 06:00:00,0.348,51.7,83.5,1858.5
READ-004757,ROB-0003,2023-09-03 12:00:00,0.441,68.1,129.2,636.0
READ-004758,ROB-0003,2023-09-03 18:00:00,0.535,42.2,59.3,804.7
READ-004759,ROB-0003,2023-09-04 00:00:00,0.451,44.9,63.1,678.4
READ-004760,ROB-0003,2023-09-04 06:00:00,0.195,58.4,87.0,1784.0
READ-004761,ROB-0003,2023-09-04 12:00:00,0.544,44.7,83.3,698.9
READ-004762,ROB-0003,2023-09-04 18:00:00,0.639,61.9,92.5,1379.9
READ-004763,ROB-0003,2023-09-05 00:00:00,0.303,65.6,68.5,563.3
READ-004764,ROB-0003,2023-09-05 06:00:00,0.322,45.6,130.1,853.8
READ-004765,ROB-0003,2023-09-05 12:00:00,0.389,68.9,68.8,633.1
READ-004766,ROB-0003,2023-09-05 18:00:00,0.307,59.2,134.1,979.3
READ-004767,ROB-0003,2023-09-06 00:00:00,0.4,43.3,131.0,1337.6
READ-004768,ROB-0003,2023-09-06 06:00:00,0.182,44.9,54.6,1472.2
READ-004769,ROB-0003,2023-09-06 12:00:00,0.323,54.1,100.1,1228.1
READ-004770,ROB-0003,2023-09-06 18:00:00,0.223,60.4,137.9,1198.7
READ-004771,ROB-0003,2023-09-07 00:00:00,0.287,64.9,100.2,1200.7
READ-004772,ROB-0003,2023-09-07 06:00:00,0.445,68.8,145.1,901.3
READ-004773,ROB-0003,2023-09-07 12:00:00,0.156,65.6,144.7,1867.9
READ-004774,ROB-0003,2023-09-07 18:00:00,0.442,53.8,143.4,1795.2
READ-004775,ROB-0003,2023-09-08 00:00:00,0.375,54.0,89.5,1978.5
READ-004776,ROB-0003,2023-09-08 06:00:00,0.223,69.6,128.7,1689.8
READ-004777,ROB-0003,2023-09-08 12:00:00,0.5,55.6,95.9,1469.8
READ-004778,ROB-0003,2023-09-08 18:00:00,0.199,52.8,156.5,783.9
READ-004779,ROB-0003,2023-09-09 00:00:00,0.443,56.2,132.9,1699.6
READ-004780,ROB-0003,2023-09-09 06:00:00,0.486,47.3,119.2,603.3
READ-004781,ROB-0003,2023-09-09 12:00:00,0.483,47.1,106.4,1029.9
READ-004782,ROB-0003,2023-09-09 18:00:00,0.321,49.1,143.4,1892.8
READ-004783,ROB-0003,2023-09-10 00:00:00,0.192,64.3,101.0,1379.0
READ-004784,ROB-0003,2023-09-10 06:00:00,0.477,44.8,136.6,1364.7
READ-004785,ROB-0003,2023-09-10 12:00:00,0.498,58.2,61.3,1980.7
READ-004786,ROB-0003,2023-09-10 18:00:00,0.391,40.6,61.8,1578.9
READ-004787,ROB-0003,2023-09-11 00:00:00,0.125,68.2,60.7,1805.5
READ-004788,ROB-0003,2023-09-11 06:00:00,0.262,45.4,92.2,2044.3
READ-004789,ROB-0003,2023-09-11 12:00:00,0.275,55.0,113.2,1068.3
READ-004790,ROB-0003,2023-09-11 18:00:00,0.467,46.6,80.0,613.2
READ-004791,ROB-0003,2023-09-12 00:00:00,0.127,69.0,114.1,789.8
READ-004792,ROB-0003,2023-09-12 06:00:00,0.191,68.2,127.2,1012.9
READ-004793,ROB-0003,2023-09-12 12:00:00,0.192,46.6,120.2,561.4
READ-004794,ROB-0003,2023-09-12 18:00:00,0.12,58.4,113.5,957.5
READ-004795,ROB-0003,2023-09-13 00:00:00,0.497,56.7,82.9,1770.9
READ-004796,ROB-0003,2023-09-13 06:00:00,0.481,55.5,121.7,1022.4
READ-004797,ROB-0003,2023-09-13 12:00:00,0.352,64.1,97.4,1231.5
READ-004798,ROB-0003,2023-09-13 18:00:00,0.229,42.8,75.2,1056.9
READ-004799,ROB-0003,2023-09-14 00:00:00,0.408,53.7,61.4,561.6
READ-004800,ROB-0003,2023-09-14 06:00:00,0.18,64.9,108.2,1954.4
READ-004801,ROB-0003,2023-09-14 12:00:00,0.522,64.0,111.2,768.9
READ-004802,ROB-0003,2023-09-14 18:00:00,0.477,58.1,69.6,1069.0
READ-004803,ROB-0003,2023-09-15 00:00:00,0.221,50.3,55.3,1067.1
READ-004804,ROB-0003,2023-09-15 06:00:00,0.423,56.6,58.9,1650.1
READ-004805,ROB-0003,2023-09-15 12:00:00,0.354,63.8,83.5,2005.8
READ-004806,ROB-0003,2023-09-15 18:00:00,0.14,59.8,141.8,1001.4
READ-004807,ROB-0003,2023-09-16 00:00:00,0.549,69.7,76.9,1687.8
READ-004808,ROB-0003,2023-09-16 06:00:00,0.287,43.2,157.6,1043.4
READ-004809,ROB-0003,2023-09-16 12:00:00,0.448,72.4,56.8,829.6
READ-004810,ROB-0003,2023-09-16 18:00:00,0.214,62.5,106.2,1045.8
READ-004811,ROB-0003,2023-09-17 00:00:00,0.492,52.5,135.2,1745.9
READ-004812,ROB-0003,2023-09-17 06:00:00,0.167,68.2,109.2,1011.3
READ-004813,ROB-0003,2023-09-17 12:00:00,0.267,41.9,107.3,758.6
READ-004814,ROB-0003,2023-09-17 18:00:00,0.287,54.8,83.4,1238.4
READ-004815,ROB-0003,2023-09-18 00:00:00,0.478,54.2,105.9,1090.0
READ-004816,ROB-0003,2023-09-18 06:00:00,0.336,48.0,101.5,555.3
READ-004817,ROB-0003,2023-09-18 12:00:00,0.255,56.8,154.5,1575.0
READ-004818,ROB-0003,2023-09-18 18:00:00,0.429,45.7,140.3,926.5
READ-004819,ROB-0003,2023-09-19 00:00:00,0.189,71.4,88.7,1129.6
READ-004820,ROB-0003,2023-09-19 06:00:00,0.323,67.4,69.3,1450.1
READ-004821,ROB-0003,2023-09-19 12:00:00,0.338,50.8,157.5,1499.4
READ-004822,ROB-0003,2023-09-19 18:00:00,0.234,50.9,94.0,1537.1
READ-004823,ROB-0003,2023-09-20 00:00:00,0.053,72.8,148.6,740.7
READ-004824,ROB-0003,2023-09-20 06:00:00,0.248,41.1,82.1,647.1
READ-004825,ROB-0003,2023-09-20 12:00:00,0.309,44.1,87.7,1571.1
READ-004826,ROB-0003,2023-09-20 18:00:00,0.461,54.5,66.2,1795.5
READ-004827,ROB-0003,2023-09-21 00:00:00,0.458,57.5,132.2,1335.3
READ-004828,ROB-0003,2023-09-21 06:00:00,0.121,44.7,110.2,1234.1
READ-004829,ROB-0003,2023-09-21 12:00:00,0.293,61.1,85.9,1784.3
READ-004830,ROB-0003,2023-09-21 18:00:00,0.567,59.3,101.8,1315.8
READ-004831,ROB-0003,2023-09-22 00:00:00,0.327,58.9,153.7,1876.8
READ-004832,ROB-0003,2023-09-22 06:00:00,0.374,56.8,79.1,1314.0
READ-004833,ROB-0003,2023-09-22 12:00:00,0.249,42.5,121.5,1286.3
READ-004834,ROB-0003,2023-09-22 18:00:00,0.323,58.0,109.4,1080.8
READ-004835,ROB-0003,2023-09-23 00:00:00,0.406,60.8,111.5,1859.3
READ-004836,ROB-0003,2023-09-23 06:00:00,0.202,60.6,94.5,1688.9
READ-004837,ROB-0003,2023-09-23 12:00:00,0.204,48.4,59.4,1606.8
READ-004838,ROB-0003,2023-09-23 18:00:00,0.312,69.8,109.0,2022.4
READ-004839,ROB-0003,2023-09-24 00:00:00,0.141,50.0,61.4,1014.0
READ-004840,ROB-0003,2023-09-24 06:00:00,0.215,49.4,76.9,1076.8
READ-004841,ROB-0003,2023-09-24 12:00:00,0.203,53.1,61.9,1668.7
READ-004842,ROB-0003,2023-09-24 18:00:00,0.268,55.5,110.0,639.3
READ-004843,ROB-0003,2023-09-25 00:00:00,0.27,48.9,137.4,1818.1
READ-004844,ROB-0003,2023-09-25 06:00:00,0.447,64.3,114.8,1024.8
READ-004845,ROB-0003,2023-09-25 12:00:00,0.552,47.8,74.5,1908.2
READ-004846,ROB-0003,2023-09-25 18:00:00,0.463,51.5,133.8,880.0
READ-004847,ROB-0003,2023-09-26 00:00:00,0.141,55.0,100.8,1252.8
READ-004848,ROB-0003,2023-09-26 06:00:00,0.37,44.3,141.8,2055.9
READ-004849,ROB-0003,2023-09-26 12:00:00,0.277,46.1,92.2,1519.3
READ-004850,ROB-0003,2023-09-26 18:00:00,0.465,54.6,66.5,643.5
READ-004851,ROB-0003,2023-09-27 00:00:00,0.585,62.2,100.7,941.2
READ-004852,ROB-0003,2023-09-27 06:00:00,0.353,68.6,108.0,1062.8
READ-004853,ROB-0003,2023-09-27 12:00:00,0.2,57.0,85.4,643.2
READ-004854,ROB-0003,2023-09-27 18:00:00,0.449,44.5,107.1,1228.6
READ-004855,ROB-0003,2023-09-28 00:00:00,0.365,47.2,139.4,610.0
READ-004856,ROB-0003,2023-09-28 06:00:00,0.213,68.6,120.3,1662.6
READ-004857,ROB-0003,2023-09-28 12:00:00,0.35,65.5,53.2,1456.5
READ-004858,ROB-0003,2023-09-28 18:00:00,0.385,69.6,158.9,899.9
READ-004859,ROB-0003,2023-09-29 00:00:00,0.345,61.4,117.2,737.1
READ-004860,ROB-0003,2023-09-29 06:00:00,0.284,70.9,106.3,1925.9
