reading_id,robot_id,timestamp,vibration_level,motor_temperature,torque_load,power_consumption,model_type,factory_location,operating_environment,cumulative_hours,failure_time,rul_hours_raw,rul_hours,is_failure_robot,label_status,total_maintenance_count,total_downtime_hours,avg_downtime_hours,repair_count,replacement_count,lubrication_count,calibration_count,inspection_count,health_risk_label
READ-024945,ROB-0016,2023-05-29 06:00:00,0.421,46.2,74.4,1962.5,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",774.0,2023-08-02,1554.0,1554.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024946,ROB-0016,2023-05-29 12:00:00,0.224,55.5,156.8,1455.2,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",780.0,2023-08-02,1548.0,1548.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024947,ROB-0016,2023-05-29 18:00:00,0.446,65.1,99.1,1620.2,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",786.0,2023-08-02,1542.0,1542.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024948,ROB-0016,2023-05-30 00:00:00,0.318,44.0,99.1,1743.5,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",792.0,2023-08-02,1536.0,1536.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024949,ROB-0016,2023-05-30 06:00:00,0.349,57.3,144.0,968.1,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",798.0,2023-08-02,1530.0,1530.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024950,ROB-0016,2023-05-30 12:00:00,0.49,45.1,117.2,1983.8,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",804.0,2023-08-02,1524.0,1524.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024951,ROB-0016,2023-05-30 18:00:00,0.156,65.5,103.1,1588.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",810.0,2023-08-02,1518.0,1518.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024952,ROB-0016,2023-05-31 00:00:00,0.281,55.2,109.6,1257.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",816.0,2023-08-02,1512.0,1512.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024953,ROB-0016,2023-05-31 06:00:00,0.168,45.7,97.5,1885.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",822.0,2023-08-02,1506.0,1506.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024954,ROB-0016,2023-05-31 12:00:00,0.151,45.3,152.2,756.5,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",828.0,2023-08-02,1500.0,1500.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024955,ROB-0016,2023-05-31 18:00:00,0.367,59.7,121.0,1349.3,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",834.0,2023-08-02,1494.0,1494.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024956,ROB-0016,2023-06-01 00:00:00,0.302,66.4,108.4,1758.0,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",840.0,2023-08-02,1488.0,1488.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024957,ROB-0016,2023-06-01 06:00:00,0.514,58.4,82.6,1773.1,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",846.0,2023-08-02,1482.0,1482.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024958,ROB-0016,2023-06-01 12:00:00,0.291,46.9,85.4,1483.8,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",852.0,2023-08-02,1476.0,1476.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024959,ROB-0016,2023-06-01 18:00:00,0.306,56.5,143.8,1907.8,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",858.0,2023-08-02,1470.0,1470.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024960,ROB-0016,2023-06-02 00:00:00,0.422,66.0,85.7,1614.1,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",864.0,2023-08-02,1464.0,1464.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024961,ROB-0016,2023-06-02 06:00:00,0.468,44.4,77.8,1163.9,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",870.0,2023-08-02,1458.0,1458.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024962,ROB-0016,2023-06-02 12:00:00,0.199,69.9,146.7,849.0,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",876.0,2023-08-02,1452.0,1452.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024963,ROB-0016,2023-06-02 18:00:00,0.227,68.3,85.9,1707.2,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",882.0,2023-08-02,1446.0,1446.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024964,ROB-0016,2023-06-03 00:00:00,0.164,56.6,106.5,1492.9,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",888.0,2023-08-02,1440.0,1440.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024965,ROB-0016,2023-06-03 06:00:00,0.497,57.6,84.5,749.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",894.0,2023-08-02,1434.0,1434.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024966,ROB-0016,2023-06-03 12:00:00,0.443,61.4,126.9,937.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",900.0,2023-08-02,1428.0,1428.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024967,ROB-0016,2023-06-03 18:00:00,0.205,55.8,113.6,947.9,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",906.0,2023-08-02,1422.0,1422.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024968,ROB-0016,2023-06-04 00:00:00,0.284,46.1,147.8,647.4,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",912.0,2023-08-02,1416.0,1416.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024969,ROB-0016,2023-06-04 06:00:00,0.529,55.5,130.2,1171.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",918.0,2023-08-02,1410.0,1410.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024970,ROB-0016,2023-06-04 12:00:00,0.53,49.2,103.7,1795.1,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",924.0,2023-08-02,1404.0,1404.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024971,ROB-0016,2023-06-04 18:00:00,0.362,53.4,78.3,1109.8,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",930.0,2023-08-02,1398.0,1398.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024972,ROB-0016,2023-06-05 00:00:00,0.474,55.9,64.4,1002.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",936.0,2023-08-02,1392.0,1392.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024973,ROB-0016,2023-06-05 06:00:00,0.391,61.6,75.9,1998.3,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",942.0,2023-08-02,1386.0,1386.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024974,ROB-0016,2023-06-05 12:00:00,0.179,56.8,62.3,1963.5,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",948.0,2023-08-02,1380.0,1380.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024975,ROB-0016,2023-06-05 18:00:00,0.265,46.3,56.9,1506.3,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",954.0,2023-08-02,1374.0,1374.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024976,ROB-0016,2023-06-06 00:00:00,0.408,71.1,144.6,1389.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",960.0,2023-08-02,1368.0,1368.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024977,ROB-0016,2023-06-06 06:00:00,0.208,55.8,138.8,883.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",966.0,2023-08-02,1362.0,1362.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024978,ROB-0016,2023-06-06 12:00:00,0.406,58.0,80.5,1829.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",972.0,2023-08-02,1356.0,1356.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024979,ROB-0016,2023-06-06 18:00:00,0.54,62.7,104.4,1925.1,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",978.0,2023-08-02,1350.0,1350.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024980,ROB-0016,2023-06-07 00:00:00,0.167,51.2,137.8,1038.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",984.0,2023-08-02,1344.0,1344.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024981,ROB-0016,2023-06-07 06:00:00,0.179,55.8,105.7,962.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",990.0,2023-08-02,1338.0,1338.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024982,ROB-0016,2023-06-07 12:00:00,0.134,45.3,119.9,1898.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",996.0,2023-08-02,1332.0,1332.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024983,ROB-0016,2023-06-07 18:00:00,0.213,42.5,71.2,683.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1002.0,2023-08-02,1326.0,1326.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024984,ROB-0016,2023-06-08 00:00:00,0.337,48.7,61.4,1086.2,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1008.0,2023-08-02,1320.0,1320.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024985,ROB-0016,2023-06-08 06:00:00,0.303,68.1,153.7,815.4,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1014.0,2023-08-02,1314.0,1314.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024986,ROB-0016,2023-06-08 12:00:00,0.471,71.6,89.6,1785.4,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1020.0,2023-08-02,1308.0,1308.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024987,ROB-0016,2023-06-08 18:00:00,0.427,55.0,139.9,1397.5,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1026.0,2023-08-02,1302.0,1302.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024988,ROB-0016,2023-06-09 00:00:00,0.547,57.0,129.9,1622.5,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1032.0,2023-08-02,1296.0,1296.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024989,ROB-0016,2023-06-09 06:00:00,0.523,67.8,124.6,1250.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1038.0,2023-08-02,1290.0,1290.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024990,ROB-0016,2023-06-09 12:00:00,0.274,43.6,113.4,1866.4,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1044.0,2023-08-02,1284.0,1284.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024991,ROB-0016,2023-06-09 18:00:00,0.43,68.8,60.8,618.2,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1050.0,2023-08-02,1278.0,1278.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024992,ROB-0016,2023-06-10 00:00:00,0.475,54.5,113.6,774.4,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1056.0,2023-08-02,1272.0,1272.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024993,ROB-0016,2023-06-10 06:00:00,0.159,49.3,147.9,1174.2,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1062.0,2023-08-02,1266.0,1266.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024994,ROB-0016,2023-06-10 12:00:00,0.502,50.3,76.0,2056.0,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1068.0,2023-08-02,1260.0,1260.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024995,ROB-0016,2023-06-10 18:00:00,0.327,65.4,107.2,1452.0,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1074.0,2023-08-02,1254.0,1254.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024996,ROB-0016,2023-06-11 00:00:00,0.356,65.3,96.3,1162.0,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1080.0,2023-08-02,1248.0,1248.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024997,ROB-0016,2023-06-11 06:00:00,0.555,55.1,57.0,1004.8,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1086.0,2023-08-02,1242.0,1242.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024998,ROB-0016,2023-06-11 12:00:00,0.499,64.1,158.3,2112.4,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1092.0,2023-08-02,1236.0,1236.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-024999,ROB-0016,2023-06-11 18:00:00,0.284,43.0,154.1,1651.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1098.0,2023-08-02,1230.0,1230.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025000,ROB-0016,2023-06-12 00:00:00,0.205,58.6,75.6,1407.8,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1104.0,2023-08-02,1224.0,1224.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025001,ROB-0016,2023-06-12 06:00:00,0.408,42.7,151.0,1848.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1110.0,2023-08-02,1218.0,1218.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025002,ROB-0016,2023-06-12 12:00:00,0.471,45.4,122.9,704.2,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1116.0,2023-08-02,1212.0,1212.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025003,ROB-0016,2023-06-12 18:00:00,0.542,51.7,137.4,1044.1,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1122.0,2023-08-02,1206.0,1206.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025004,ROB-0016,2023-06-13 00:00:00,0.192,63.2,147.1,1411.1,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1128.0,2023-08-02,1200.0,1200.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025005,ROB-0016,2023-06-13 06:00:00,0.45,49.3,149.0,1723.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1134.0,2023-08-02,1194.0,1194.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025006,ROB-0016,2023-06-13 12:00:00,0.248,67.5,152.3,1795.9,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1140.0,2023-08-02,1188.0,1188.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025007,ROB-0016,2023-06-13 18:00:00,0.54,47.3,102.0,1811.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1146.0,2023-08-02,1182.0,1182.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025008,ROB-0016,2023-06-14 00:00:00,0.407,43.1,99.3,597.5,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1152.0,2023-08-02,1176.0,1176.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025009,ROB-0016,2023-06-14 06:00:00,0.41,56.4,65.8,1618.0,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1158.0,2023-08-02,1170.0,1170.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025010,ROB-0016,2023-06-14 12:00:00,0.341,43.7,117.2,1660.8,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1164.0,2023-08-02,1164.0,1164.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025011,ROB-0016,2023-06-14 18:00:00,0.321,63.2,95.2,578.0,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1170.0,2023-08-02,1158.0,1158.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025012,ROB-0016,2023-06-15 00:00:00,0.227,49.4,64.3,558.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1176.0,2023-08-02,1152.0,1152.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025013,ROB-0016,2023-06-15 06:00:00,0.177,47.9,94.7,1653.9,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1182.0,2023-08-02,1146.0,1146.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025014,ROB-0016,2023-06-15 12:00:00,0.22,49.1,104.0,1591.4,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1188.0,2023-08-02,1140.0,1140.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025015,ROB-0016,2023-06-15 18:00:00,0.31,67.1,101.1,571.4,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1194.0,2023-08-02,1134.0,1134.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025016,ROB-0016,2023-06-16 00:00:00,0.134,46.9,98.6,632.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1200.0,2023-08-02,1128.0,1128.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025017,ROB-0016,2023-06-16 06:00:00,0.353,45.9,66.6,1842.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1206.0,2023-08-02,1122.0,1122.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025018,ROB-0016,2023-06-16 12:00:00,0.247,69.3,112.6,2042.4,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1212.0,2023-08-02,1116.0,1116.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025019,ROB-0016,2023-06-16 18:00:00,0.219,58.3,62.0,1730.8,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1218.0,2023-08-02,1110.0,1110.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025020,ROB-0016,2023-06-17 00:00:00,0.221,64.2,60.2,1019.0,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1224.0,2023-08-02,1104.0,1104.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025021,ROB-0016,2023-06-17 06:00:00,0.486,62.8,125.1,1538.1,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1230.0,2023-08-02,1098.0,1098.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025022,ROB-0016,2023-06-17 12:00:00,0.45,51.9,69.4,1470.8,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1236.0,2023-08-02,1092.0,1092.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025023,ROB-0016,2023-06-17 18:00:00,0.147,64.1,150.3,1114.0,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1242.0,2023-08-02,1086.0,1086.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025024,ROB-0016,2023-06-18 00:00:00,0.537,63.6,121.0,813.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1248.0,2023-08-02,1080.0,1080.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025025,ROB-0016,2023-06-18 06:00:00,0.197,44.4,64.2,836.9,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1254.0,2023-08-02,1074.0,1074.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025026,ROB-0016,2023-06-18 12:00:00,0.521,56.9,90.3,1532.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1260.0,2023-08-02,1068.0,1068.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025027,ROB-0016,2023-06-18 18:00:00,0.512,48.7,90.1,644.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1266.0,2023-08-02,1062.0,1062.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025028,ROB-0016,2023-06-19 00:00:00,0.317,47.1,87.7,859.6,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1272.0,2023-08-02,1056.0,1056.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025029,ROB-0016,2023-06-19 06:00:00,0.421,47.3,142.1,1800.5,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1278.0,2023-08-02,1050.0,1050.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025030,ROB-0016,2023-06-19 12:00:00,0.484,76.7,112.5,946.4,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1284.0,2023-08-02,1044.0,1044.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025031,ROB-0016,2023-06-19 18:00:00,0.254,71.5,103.3,792.9,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1290.0,2023-08-02,1038.0,1038.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025032,ROB-0016,2023-06-20 00:00:00,0.233,42.9,105.7,1693.8,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1296.0,2023-08-02,1032.0,1032.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025033,ROB-0016,2023-06-20 06:00:00,0.322,64.4,142.5,1866.9,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1302.0,2023-08-02,1026.0,1026.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025034,ROB-0016,2023-06-20 12:00:00,0.362,52.8,94.2,1409.3,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1308.0,2023-08-02,1020.0,1020.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025035,ROB-0016,2023-06-20 18:00:00,0.455,58.7,152.2,943.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1314.0,2023-08-02,1014.0,1014.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025036,ROB-0016,2023-06-21 00:00:00,0.173,46.6,120.6,1609.7,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1320.0,2023-08-02,1008.0,1008.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025037,ROB-0016,2023-06-21 06:00:00,0.445,59.5,96.4,1095.2,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1326.0,2023-08-02,1002.0,1002.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
READ-025038,ROB-0016,2023-06-21 12:00:00,0.536,45.1,73.8,1922.8,CONVEYOR-C2,Nagoya Site,"Standard Factory (25-30°C, 60% RH)",1332.0,2023-08-02,996.0,996.0,True,labelled_failure_timeline,3,23.3,7.766666666666667,1,0,1,1,0,Healthy
