reading_id,robot_id,timestamp,vibration_level,motor_temperature,torque_load,power_consumption,model_type,factory_location,operating_environment,cumulative_hours,failure_time,rul_hours_raw,rul_hours,is_failure_robot,label_status,total_maintenance_count,total_downtime_hours,avg_downtime_hours,repair_count,replacement_count,lubrication_count,calibration_count,inspection_count,health_risk_label,vibration_rolling_mean_7d,temperature_rolling_mean_7d,torque_rolling_mean_7d,power_rolling_mean_7d,vibration_rolling_std_7d,temperature_rolling_std_7d,torque_rolling_std_7d,power_rolling_std_7d,wear_trend_slope,load_stress_index,vibration_short_long_diff,temperature_short_long_diff
READ-021803,ROB-0013,2023-09-24 12:00:00,0.356,70.0,122.8,1527.9,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4188.0,2024-01-23,2892.0,2892.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3552142857142857,60.625,109.46428571428571,1308.5964285714288,0.107038019255485,9.9488553222078,33.77085324803814,413.1823985012146,0.002541324575807335,514286.39999999997,-0.027464285714285774,-6.849999999999994
READ-021804,ROB-0013,2023-09-24 18:00:00,0.171,61.7,101.3,1898.2,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4194.0,2024-01-23,2886.0,2886.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.35110714285714284,60.353571428571435,107.3,1334.1535714285715,0.11188861501203858,9.80606320912607,32.19080844197839,427.00075156681373,0.0006308155446086484,424852.2,-0.05660714285714291,-2.978571428571435
READ-021805,ROB-0013,2023-09-25 00:00:00,0.354,59.7,102.8,1734.4,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4200.0,2024-01-23,2880.0,2880.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.35703571428571435,60.67857142857143,106.01785714285712,1375.2607142857144,0.10722682159721643,9.619862058873103,31.603422852261357,406.9831321823443,-0.0006423097974822109,431760.0,-0.0717857142857144,-0.47857142857142065
READ-021806,ROB-0013,2023-09-25 06:00:00,0.541,47.5,154.0,1486.0,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4206.0,2024-01-23,2874.0,2874.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.36203571428571424,60.417857142857144,108.11785714285713,1371.7142857142858,0.11248785354769289,9.880472832119096,32.78930554618468,405.5150732132824,0.0010659551176792565,647724.0,-0.006535714285714311,-0.692857142857136
READ-021807,ROB-0013,2023-09-25 12:00:00,0.286,68.3,155.9,993.1,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4212.0,2024-01-23,2868.0,2868.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3558928571428572,60.582142857142856,108.33214285714284,1347.4928571428572,0.11174718135005711,9.974859270201144,33.09069527460269,407.20897440500767,0.0012657361795292833,656650.8,-0.01789285714285721,-1.2821428571428442
READ-021808,ROB-0013,2023-09-25 18:00:00,0.188,73.5,119.2,625.5,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4218.0,2024-01-23,2862.0,2862.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3540357142857143,60.614285714285714,109.94285714285715,1324.1357142857144,0.11415080413495167,10.016383404599523,32.454223357779064,429.40493296540734,-0.0008946360153256702,502785.60000000003,-0.011785714285714344,1.6357142857143003
READ-021809,ROB-0013,2023-09-26 00:00:00,0.396,56.2,64.7,1931.2,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4224.0,2024-01-23,2856.0,2856.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3618571428571428,59.975,109.77857142857142,1346.45,0.10895589127434206,9.68969001529939,32.67844863654032,444.4206645027169,-0.0019896004378762992,273292.8,-0.00910714285714287,1.4000000000000057
READ-021810,ROB-0013,2023-09-26 06:00:00,0.549,70.9,105.2,972.7,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4230.0,2024-01-23,2850.0,2850.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.37135714285714283,60.03214285714286,108.33214285714284,1325.9178571428572,0.11333405695380566,9.751241272228192,31.917034271992996,448.0487093671937,-0.001232621784345921,444996.0,-0.016607142857142876,7.19285714285715
READ-021811,ROB-0013,2023-09-26 12:00:00,0.451,63.0,94.8,606.6,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4236.0,2024-01-23,2844.0,2844.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3717857142857143,60.41785714285714,109.675,1302.95,0.11362164541529184,9.642961492674672,30.442996214540333,468.1336003512004,-0.00010727969348658971,401572.8,0.024214285714285688,5.482142857142868
READ-021812,ROB-0013,2023-09-26 18:00:00,0.219,53.1,156.2,1701.1,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4242.0,2024-01-23,2838.0,2838.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.37139285714285714,60.682142857142864,110.78571428571429,1315.0107142857141,0.1141478376316382,9.320668135780544,31.572992611310394,474.0613004112639,-0.002361521620142309,662600.3999999999,0.03235714285714281,0.11785714285714022
READ-021813,ROB-0013,2023-09-27 00:00:00,0.188,61.3,144.3,1658.8,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4248.0,2024-01-23,2832.0,2832.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.36528571428571427,60.332142857142856,111.46785714285714,1339.7714285714285,0.11929386595725054,9.09627736520617,32.09791793837778,473.2350397605214,-0.0038149972632731247,612986.4,-0.013535714285714262,1.7428571428571544
READ-021814,ROB-0013,2023-09-27 06:00:00,0.428,53.3,70.7,853.6,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4254.0,2024-01-23,2826.0,2826.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3675,59.528571428571425,108.54285714285713,1300.4928571428572,0.11988157736947155,8.662728042762119,31.942116961448168,466.00397147295973,-0.0033459222769567595,300757.8,-0.04600000000000004,-1.8535714285714207
READ-021815,ROB-0013,2023-09-27 12:00:00,0.207,58.0,97.9,885.8,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4260.0,2024-01-23,2820.0,2820.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.35814285714285715,59.785714285714285,108.26428571428572,1307.4928571428572,0.12187416530714039,8.49935571787931,32.0017848377904,457.8922863218111,-0.0037263273125342088,417054.0,-0.0976428571428572,-3.3607142857142804
READ-021816,ROB-0013,2023-09-27 18:00:00,0.434,58.8,71.5,1212.2,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4266.0,2024-01-23,2814.0,2814.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.35424999999999995,59.153571428571425,107.01071428571427,1278.6321428571428,0.11740989452909557,7.843066394988026,32.74815617411509,436.2563254798305,-0.001698686371100164,305019.0,-0.040000000000000036,-1.3035714285714164
READ-021817,ROB-0013,2023-09-28 00:00:00,0.327,70.4,75.4,1432.4,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4272.0,2024-01-23,2808.0,2808.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3537142857142857,59.92142857142857,104.29285714285713,1285.6357142857144,0.1175020432108743,7.8544800682704174,32.06996897492902,437.1247743000596,-0.0019972632731253418,322108.80000000005,-0.004714285714285726,0.20357142857143629
READ-021818,ROB-0013,2023-09-28 06:00:00,0.54,47.5,101.5,679.0,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4278.0,2024-01-23,2802.0,2802.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.35910714285714285,59.021428571428565,102.78214285714286,1260.4678571428572,0.12253868301878736,7.779429529825679,31.1222922793225,451.32571555492376,-0.0003407224958949092,434217.0,0.017892857142857155,-0.34642857142855377
READ-021819,ROB-0013,2023-09-28 12:00:00,0.168,48.2,69.5,1456.0,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4284.0,2024-01-23,2796.0,2796.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3505357142857143,58.86071428571429,103.10000000000001,1244.7714285714285,0.12729361862998223,7.959263844877923,30.718350167888854,435.7977256388079,-0.0013648056923918988,297738.0,0.01671428571428568,-2.635714285714279
READ-021820,ROB-0013,2023-09-28 18:00:00,0.402,56.9,136.8,1334.4,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4290.0,2024-01-23,2790.0,2790.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3469285714285714,58.71785714285715,103.51785714285714,1239.9642857142858,0.1242067954756424,7.957202820060366,31.10582955452454,433.9712630990297,0.00022550629447181238,586872.0,0.012321428571428539,-2.9678571428571416
READ-021821,ROB-0013,2023-09-29 00:00:00,0.29,70.5,114.0,1615.6,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4296.0,2024-01-23,2784.0,2784.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.35060714285714284,59.17857142857143,104.87857142857145,1272.5714285714287,0.12077261747712165,8.257851803109354,30.68341761281028,426.3327702690597,-0.0014644225506294467,489744.0,-0.0006071428571428616,-3.403571428571425
READ-021822,ROB-0013,2023-09-29 06:00:00,0.27,48.7,71.7,870.7,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4302.0,2024-01-23,2778.0,2778.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3515357142857143,58.56428571428571,103.64642857142857,1265.9392857142855,0.1200202088362645,8.378199854636597,31.314598206692047,431.2363366288843,-0.0029061302681992335,308453.4,-0.06903571428571431,-2.4892857142857068
READ-021823,ROB-0013,2023-09-29 12:00:00,0.209,49.4,93.2,1035.4,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4308.0,2024-01-23,2772.0,2772.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3441428571428572,57.875,104.43214285714285,1253.564285714286,0.12225677722204033,8.307053005105324,30.74108185729015,432.7544228879707,-0.0034477285166940345,401505.60000000003,-0.05139285714285724,-1.499999999999993
READ-021824,ROB-0013,2023-09-29 18:00:00,0.464,69.2,98.2,781.4,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4314.0,2024-01-23,2766.0,2766.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.34317857142857144,58.38928571428572,104.25714285714287,1231.6714285714286,0.12115709226162136,8.551774313868659,30.762885629848384,440.79669611010866,-0.0013965517241379315,423634.8,-0.034928571428571475,1.0607142857142904
READ-021825,ROB-0013,2023-09-30 00:00:00,0.303,74.1,73.6,2093.0,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4320.0,2024-01-23,2760.0,2760.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3417857142857143,59.114285714285714,103.11071428571428,1239.7035714285714,0.12139508719782371,8.997189449456867,31.30055424057529,454.65435750863253,-0.0017027914614121513,317952.0,-0.03028571428571436,1.2357142857142946
READ-021826,ROB-0013,2023-09-30 06:00:00,0.266,70.6,141.7,1950.7,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4326.0,2024-01-23,2754.0,2754.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3315,59.503571428571426,102.78928571428571,1288.3607142857145,0.11476852710919856,9.255568179644206,30.83652643268795,455.26079651548645,-0.000578544061302682,612994.2,-0.021000000000000074,6.321428571428591
READ-021827,ROB-0013,2023-09-30 12:00:00,0.344,55.8,62.7,1227.1,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4332.0,2024-01-23,2748.0,2748.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.33235714285714285,59.346428571428575,102.62857142857142,1271.582142857143,0.11476908032628749,9.28062426631349,31.039936726057807,448.24970558629593,-0.0005774493705528192,271616.4,0.01189285714285715,8.078571428571436
READ-021828,ROB-0013,2023-09-30 18:00:00,0.508,60.6,88.1,1354.3,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4338.0,2024-01-23,2742.0,2742.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.33964285714285714,59.82142857142857,103.20357142857142,1274.267857142857,0.11928838827278875,8.976609817159478,30.59751239153707,448.5216176742922,0.0004953475643130809,382177.8,0.01560714285714282,5.453571428571436
READ-021829,ROB-0013,2023-10-01 00:00:00,0.211,68.5,94.5,942.7,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4344.0,2024-01-23,2736.0,2736.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.33321428571428574,60.53928571428571,104.26428571428572,1266.6642857142856,0.12125221865640463,8.831942837547949,29.7190700004748,452.3957094585535,-4.761904761904796e-05,410508.0,-0.0009642857142857508,3.335714285714296
READ-021830,ROB-0013,2023-10-01 06:00:00,0.34,59.0,158.6,914.6,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4350.0,2024-01-23,2730.0,2730.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3360714285714286,60.88214285714286,105.02857142857142,1277.6571428571428,0.1204026973277989,8.56582588054843,30.851062256072186,439.31830561768487,-0.0005785440613026816,689910.0,0.01467857142857143,0.09285714285714874
READ-021831,ROB-0013,2023-10-01 12:00:00,0.368,65.0,109.1,748.3,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4356.0,2024-01-23,2724.0,2724.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3365,60.70357142857143,104.53928571428571,1249.814285714286,0.12049757950542699,8.419575169315033,30.666864000400288,447.49950110817286,-0.00018445539135194326,475239.6,0.02024999999999999,2.5714285714285765
READ-021832,ROB-0013,2023-10-01 18:00:00,0.462,61.3,153.7,901.9,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4362.0,2024-01-23,2718.0,2718.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.34689285714285717,60.68928571428571,106.41071428571429,1214.232142857143,0.11822243294228753,8.41816111202065,32.030394584654694,433.42291899061996,-0.000570607553366174,670439.3999999999,-0.001642857142857168,2.7607142857142932
READ-021833,ROB-0013,2023-10-02 00:00:00,0.444,61.0,122.1,1030.4,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4368.0,2024-01-23,2712.0,2712.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.35010714285714284,60.73571428571428,107.10000000000001,1189.0892857142858,0.11963782979250474,8.4160875173996,32.15722947343889,422.40999947767654,0.00020333880678708184,533332.7999999999,0.05339285714285713,0.8392857142857224
READ-021834,ROB-0013,2023-10-02 06:00:00,0.202,57.5,134.1,1838.4,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4374.0,2024-01-23,2706.0,2706.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.338,61.09285714285714,106.38928571428572,1201.675,0.1167218916913191,8.037270983843035,31.290518493931145,436.5957886709234,0.0006239737274220033,586553.4,0.030999999999999972,0.1071428571428612
READ-021835,ROB-0013,2023-10-02 12:00:00,0.321,46.8,117.0,1909.9,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4380.0,2024-01-23,2700.0,2700.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.33924999999999994,60.324999999999996,105.0,1234.417857142857,0.11633114451936426,8.344376016881748,29.84083704515601,454.38967210287336,8.565955117679259e-05,512460.0,0.018000000000000016,-3.67499999999999
READ-021836,ROB-0013,2023-10-02 18:00:00,0.151,58.6,73.2,1500.0,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4386.0,2024-01-23,2694.0,2694.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3379285714285714,59.792857142857144,103.35714285714285,1265.6499999999999,0.11830623432163288,7.9382771044001395,30.29293315183921,440.8379945143197,-0.0025057471264367816,321055.2,-0.05842857142857144,-3.817857142857143
READ-021837,ROB-0013,2023-10-03 00:00:00,0.32,49.2,128.6,1320.9,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4392.0,2024-01-23,2688.0,2688.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3352142857142857,59.542857142857144,105.63928571428572,1243.8535714285715,0.11779528920432339,8.162671520354497,29.673449153343874,421.3700366240466,-0.002177339901477833,564811.2,-0.08671428571428572,-6.517857142857132
READ-021838,ROB-0013,2023-10-03 06:00:00,0.423,64.4,152.0,1770.1,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4398.0,2024-01-23,2682.0,2682.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3307142857142857,59.31071428571429,107.3107142857143,1272.3321428571428,0.11156790230795262,7.91643107418873,30.93886850962853,429.23814253004747,0.00016803503010399533,668496.0,-0.02696428571428572,-4.560714285714283
READ-021839,ROB-0013,2023-10-03 12:00:00,0.503,56.3,128.2,1204.1,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4404.0,2024-01-23,2676.0,2676.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3325714285714286,59.07142857142857,108.50357142857142,1293.6714285714286,0.114049511201456,7.902032422238999,31.08219071051908,409.30525858947186,0.002395730706075534,564592.7999999999,0.016678571428571376,-1.9464285714285552
READ-021840,ROB-0013,2023-10-03 18:00:00,0.405,57.9,77.5,1363.4,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4410.0,2024-01-23,2670.0,2670.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.33921428571428575,59.24285714285714,105.69285714285715,1281.6107142857143,0.11259707158314801,7.8193221536012265,30.153826961486665,401.7610579171779,0.0020295566502463057,341775.0,0.0735357142857142,-2.2928571428571303
READ-021841,ROB-0013,2023-10-04 00:00:00,0.505,66.2,121.0,1213.2,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4416.0,2024-01-23,2664.0,2664.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3505357142857143,59.417857142857144,104.86071428571428,1265.6964285714287,0.11276638655427404,7.921235106248622,29.359992169815715,395.035837551146,0.002054460864805692,534336.0,0.10846428571428568,1.7821428571428655
READ-021842,ROB-0013,2023-10-04 06:00:00,0.221,50.8,79.9,1664.2,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4422.0,2024-01-23,2658.0,2658.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.34314285714285714,59.32857142857143,105.18928571428572,1294.6464285714285,0.1142750788702142,8.006379731321541,29.01296439825829,393.4159145721282,0.0017120963327859875,353317.80000000005,0.06535714285714284,-1.5285714285714178
READ-021843,ROB-0013,2023-10-04 12:00:00,0.258,70.2,70.1,1453.5,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4428.0,2024-01-23,2652.0,2652.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3449642857142857,59.76428571428572,104.19642857142857,1314.9214285714284,0.11241605333589626,8.259370179813702,29.73825921009098,386.1262097995673,2.463054187191725e-06,310402.8,0.0022857142857142243,1.5107142857142861
READ-021844,ROB-0013,2023-10-04 18:00:00,0.496,75.4,71.3,713.7,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4434.0,2024-01-23,2646.0,2646.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.34717857142857145,60.35714285714287,104.18928571428572,1297.1178571428572,0.11481968264983815,8.767719774999097,29.746426355990746,402.19598967885827,0.0018251231527093585,316144.2,0.022821428571428493,5.292857142857137
READ-021845,ROB-0013,2023-10-05 00:00:00,0.582,47.1,113.0,1345.9,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4440.0,2024-01-23,2640.0,2640.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3562857142857143,59.525,105.53214285714286,1294.0285714285712,0.12298264169682716,8.88417757089035,29.243081531540366,401.44990910923025,0.0034001094690749856,501720.0,0.03296428571428561,1.3500000000000085
READ-021846,ROB-0013,2023-10-05 06:00:00,0.216,59.2,64.1,798.7,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4446.0,2024-01-23,2634.0,2634.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3447142857142857,59.94285714285714,104.19642857142857,1298.3035714285713,0.1202694065784403,8.567139138351443,30.27018435435372,395.2473829014885,0.003821565407772305,284988.6,0.043285714285714205,3.0321428571428726
READ-021847,ROB-0013,2023-10-05 12:00:00,0.247,52.3,155.6,1168.0,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4452.0,2024-01-23,2628.0,2628.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3475357142857143,60.089285714285715,107.27142857142857,1288.017857142857,0.11684826569430637,8.392251244593496,30.979920105375495,394.7386336914227,0.001697044334975369,692731.2,0.037714285714285645,-1.5892857142857082
READ-021848,ROB-0013,2023-10-05 18:00:00,0.338,74.8,70.3,1865.8,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4458.0,2024-01-23,2622.0,2622.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.34525,60.72857142857142,104.89642857142857,1306.9964285714284,0.11636838854195701,8.811602500359331,31.18072151474199,409.54797076428355,0.002058839627805144,313397.39999999997,0.0005000000000000004,-2.378571428571412
READ-021849,ROB-0013,2023-10-06 00:00:00,0.215,54.0,71.3,573.9,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4464.0,2024-01-23,2616.0,2616.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3425714285714286,60.13928571428572,103.37142857142855,1269.792857142857,0.11853033009925845,8.68473924578026,31.75784367554943,427.4011403376278,0.0006579091406677608,318283.2,-0.08857142857142863,-0.06428571428570962
READ-021850,ROB-0013,2023-10-06 06:00:00,0.552,75.0,131.8,1070.4,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4470.0,2024-01-23,2610.0,2610.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.35264285714285715,61.07857142857143,105.51785714285714,1276.925,0.12399050569557944,8.822838929306544,31.568409591345965,422.1284231701864,0.0016294471811713197,589146.0,-0.01464285714285718,2.9464285714285765
READ-021851,ROB-0013,2023-10-06 12:00:00,0.358,51.1,138.3,1994.6,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4476.0,2024-01-23,2604.0,2604.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3579642857142857,61.13928571428572,107.12857142857142,1311.1821428571427,0.12075241954261967,8.7450023520618,32.06332688940639,440.33062414304163,0.0005290093048713736,619030.8,0.007785714285714229,2.585714285714289
READ-021852,ROB-0013,2023-10-06 18:00:00,0.449,56.9,158.4,1765.3,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4482.0,2024-01-23,2598.0,2598.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3574285714285715,60.699999999999996,109.27857142857142,1346.3214285714287,0.12029698699204851,8.633311883285248,33.43160355714508,435.7215789223935,0.002043240284619595,709948.8,0.03607142857142842,-1.4499999999999886
READ-021853,ROB-0013,2023-10-07 00:00:00,0.27,51.2,150.0,915.2,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4488.0,2024-01-23,2592.0,2592.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.35625,59.88214285714286,112.00714285714285,1304.2571428571428,0.12100952671403836,8.398370810766357,33.52940035000158,417.43628604860464,0.0009652435686918447,673200.0,0.050999999999999934,-1.3321428571428484
READ-021854,ROB-0013,2023-10-07 06:00:00,0.521,45.5,96.6,1178.7,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4494.0,2024-01-23,2586.0,2586.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.3653571428571429,58.98571428571428,110.39642857142857,1276.6857142857145,0.12353503455257041,8.550187967858614,33.131069474894154,398.210046671152,0.0014663382594417077,434120.39999999997,0.034142857142857086,-7.810714285714269
READ-021855,ROB-0013,2023-10-07 12:00:00,0.221,53.6,154.6,1072.9,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4500.0,2024-01-23,2580.0,2580.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.36096428571428574,58.90714285714285,113.67857142857143,1271.1785714285713,0.1264745566984265,8.590560218502912,32.781209128976165,399.9835268433334,0.00023015873015873044,695700.0,0.004285714285714226,-7.10714285714284
READ-021856,ROB-0013,2023-10-07 18:00:00,0.155,48.2,143.0,1011.6,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4506.0,2024-01-23,2574.0,2574.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.34835714285714287,58.464285714285715,115.63928571428572,1258.939285714286,0.12884651054810642,8.816701923294938,32.8364334609266,402.58064049724817,-0.000124794745484401,644358.0,-0.05660714285714291,-8.839285714285708
READ-021857,ROB-0013,2023-10-08 00:00:00,0.357,44.4,62.5,755.6,ASSEMBLY-A3,Hokkaido Lab,"Standard Factory (25-30°C, 60% RH)",4512.0,2024-01-23,2568.0,2568.0,True,labelled_failure_timeline,5,49.4,9.88,1,0,1,1,2,Healthy,0.35357142857142854,57.603571428571435,114.49642857142858,1252.257142857143,0.1260048289995941,8.975624692707372,34.13078855686205,409.5170854560567,-0.0011510673234811167,282000.0,-0.040071428571428536,-9.67857142857143
